entry_ts_dh,date,type_dh,short_strike_dh,long_strike_dh,pnl,lots,pnl_per_lot,exit_ts_dh,expiry,type_bt,entry_ts_bt,atm,lot,short_strike_bt,long_strike_bt,credit,margin,alpha,alpha2,spot_entry,exit_ts_bt,exit_reason,exit_cost_to_close,gross_pnl,charges,net_pnl,same_type,same_short,entry_diff_min
2025-07-25 10:16:00,2025-07-25,bear_call,24900.0,25300.0,19815.0,4,4953.75,2025-07-28 15:00:38.429,2025-07-31,bull_put,2025-07-25 10:22:00,24850,75,24850,24450,86.2,23535.0,0.8253164556962025,0.8949152542372881,24873.75,2025-07-28 09:16:00,SL,136.15,-3746.25,114.9023420075,-3861.1523420075,False,False,6.0
2025-07-29 10:15:00,2025-07-29,bear_call,24650.0,25050.0,-14310.0,4,-3577.5,2025-07-29 13:33:57.916,2025-07-31,bear_call,2025-07-29 10:28:00,24650,75,24650,25050,85.75,23568.75,0.1025316455696202,0.0745762711864406,24635.0,2025-07-29 13:33:00,SL,134.4,-3648.750000000001,112.7954344625,-3761.545434462501,True,True,13.0
2025-07-29 10:15:00,2025-07-29,bear_call,24650.0,25050.0,-14310.0,4,-3577.5,2025-07-29 13:33:57.916,2025-07-31,bull_put,2025-07-29 13:34:00,24750,75,24750,24350,64.7,25147.5,0.9417721518987342,0.9898305084745764,24756.35,2025-07-30 15:16:00,TIME,18.4,3472.5000000000005,103.34847071,3369.1515292900003,False,False,199.0
2025-07-29 13:35:00,2025-07-29,bull_put,24750.0,24350.0,13950.0,4,3487.5,2025-07-30 15:00:23.631,2025-07-31,bear_call,2025-07-29 10:28:00,24650,75,24650,25050,85.75,23568.75,0.1025316455696202,0.0745762711864406,24635.0,2025-07-29 13:33:00,SL,134.4,-3648.750000000001,112.7954344625,-3761.545434462501,False,False,187.0
2025-07-29 13:35:00,2025-07-29,bull_put,24750.0,24350.0,13950.0,4,3487.5,2025-07-30 15:00:23.631,2025-07-31,bull_put,2025-07-29 13:34:00,24750,75,24750,24350,64.7,25147.5,0.9417721518987342,0.9898305084745764,24756.35,2025-07-30 15:16:00,TIME,18.4,3472.5000000000005,103.34847071,3369.1515292900003,True,True,1.0
2025-07-31 10:27:00,2025-07-31,bull_put,24700.0,24300.0,12341.25,3,4113.75,2025-08-01 00:00:10.157,2025-07-31,bull_put,2025-07-31 10:26:00,24700,75,24700,24300,57.0,25725.0,0.8848101265822785,0.823728813559322,24686.75,2025-07-31 15:16:00,TIME,0.35,4248.75,100.8352631375,4147.9147368625,True,True,1.0
2025-08-01 10:15:00,2025-08-01,bull_put,24750.0,24350.0,-14415.0,4,-3603.75,2025-08-01 12:43:47.132,2025-08-07,bull_put,2025-08-01 10:21:00,24750,75,24750,24350,107.1,21967.5,0.8658227848101265,1.0,24766.1,2025-08-01 11:45:00,SL,152.90000000000003,-3435.000000000003,121.88885891,-3556.888858910004,True,True,6.0
2025-08-01 10:15:00,2025-08-01,bull_put,24750.0,24350.0,-14415.0,4,-3603.75,2025-08-01 12:43:47.132,2025-08-07,bull_put,2025-08-01 11:50:00,24650,75,24650,24250,104.04999999999998,22196.250000000004,0.8987341772151899,0.9559322033898304,24666.95,2025-08-01 15:11:00,SL,151.9,-3588.750000000002,122.2639522325,-3711.0139522325017,True,False,95.0
2025-08-01 12:51:00,2025-08-01,bull_put,24650.0,24250.0,12705.0,4,3176.25,2025-08-04 15:00:35.451,2025-08-07,bull_put,2025-08-01 10:21:00,24750,75,24750,24350,107.1,21967.5,0.8658227848101265,1.0,24766.1,2025-08-01 11:45:00,SL,152.90000000000003,-3435.000000000003,121.88885891,-3556.888858910004,True,False,150.0
2025-08-01 12:51:00,2025-08-01,bull_put,24650.0,24250.0,12705.0,4,3176.25,2025-08-04 15:00:35.451,2025-08-07,bull_put,2025-08-01 11:50:00,24650,75,24650,24250,104.04999999999998,22196.250000000004,0.8987341772151899,0.9559322033898304,24666.95,2025-08-01 15:11:00,SL,151.9,-3588.750000000002,122.2639522325,-3711.0139522325017,True,True,61.0
2025-08-07 10:31:00,2025-08-07,bear_call,24450.0,24850.0,-9888.75,3,-3296.25,2025-08-07 14:22:22.717,2025-08-07,bear_call,2025-08-07 10:29:00,24450,75,24450,24850,43.6,26730.0,0.0544303797468354,0.047457627118644,24456.6,2025-08-07 15:01:00,SL,106.95,-4751.25,102.90496225249998,-4854.1549622525,True,True,2.0
2025-08-08 10:27:00,2025-08-08,bull_put,24450.0,24050.0,-13890.0,4,-3472.5,2025-08-08 15:12:38.331,2025-08-14,bull_put,2025-08-08 10:19:00,24450,75,24450,24050,93.95,22953.75,0.810126582278481,0.9694915254237289,24460.0,2025-08-11 15:16:00,TIME,46.2,3581.2500000000005,110.7317519675,3470.5182480325007,True,True,8.0
2025-08-12 10:15:00,2025-08-12,bear_call,24650.0,25050.0,12840.0,4,3210.0,2025-08-13 15:00:48.798,2025-08-14,bear_call,2025-08-12 10:20:00,24650,75,24650,25050,99.7,22522.5,0.1772151898734177,0.1491525423728813,24650.9,2025-08-13 15:16:00,TIME,54.25,3408.75,108.15229067750002,3300.5977093225,True,True,5.0
2025-08-14 10:22:00,2025-08-14,bull_put,24650.0,24250.0,5422.5,3,1807.5,2025-08-15 00:00:13.621,2025-08-14,bull_put,2025-08-14 10:23:00,24650,75,24650,24250,41.35,26898.75,0.9367088607594936,0.8576271186440678,24650.15,2025-08-14 15:16:00,TIME,23.6,1331.25,99.7758223925,1231.4741776075,True,True,1.0
2025-08-18 10:27:00,2025-08-18,bear_call,25000.0,25400.0,12195.0,4,3048.75,2025-08-19 15:00:42.125,2025-08-21,bull_put,2025-08-18 10:21:00,25000,75,25000,24600,96.7,22747.5,0.8670886075949367,0.9898305084745764,24999.0,2025-08-18 12:14:00,SL,142.75,-3453.75,116.2502748725,-3570.0002748725,False,True,6.0
2025-08-18 10:27:00,2025-08-18,bear_call,25000.0,25400.0,12195.0,4,3048.75,2025-08-19 15:00:42.125,2025-08-21,bull_put,2025-08-18 12:20:00,24900,75,24900,24500,93.45,22991.25,0.8721518987341772,0.9932203389830508,24884.65,2025-08-19 15:16:00,TIME,35.85,4320.0,108.27007194500004,4211.729928055,False,False,113.0
2025-08-20 10:17:00,2025-08-20,bull_put,25000.0,24600.0,19575.0,4,4893.75,2025-08-21 15:00:34.628,2025-08-21,bear_call,2025-08-20 10:23:00,25000,75,25000,25400,62.15,25338.75,0.1518987341772152,0.0983050847457627,24990.65,2025-08-21 09:59:00,SL,115.3,-3986.25,105.2628661775,-4091.5128661775,False,True,6.0
2025-08-22 10:20:00,2025-08-22,bear_call,24950.0,25350.0,1335.0,4,333.75,2025-08-25 15:00:36.875,2025-08-28,bear_call,2025-08-22 10:17:00,24950,75,24950,25350,110.0,21750.0,0.0974683544303797,0.0169491525423728,24950.9,2025-08-25 15:16:00,TIME,92.25,1331.25,112.1432722625,1219.1067277375,True,True,3.0
2025-08-26 10:16:00,2025-08-26,bear_call,24800.0,25200.0,21075.0,5,4215.0,2025-08-28 10:55:48.767,2025-08-28,bear_call,2025-08-26 10:16:00,24800,75,24800,25200,59.55,25533.75,0.060759493670886,0.0610169491525423,24783.75,2025-08-28 15:16:00,TIME,0.1,4458.75,101.6063776175,4357.1436223825,True,True,0.0
2025-08-29 10:21:00,2025-08-29,bull_put,24500.0,24100.0,23062.5,5,4612.5,2025-09-01 15:00:51.488,2025-09-02,bull_put,2025-08-29 10:17:00,24500,75,24500,24100,81.95,23853.75,0.8734177215189873,0.9898305084745764,24483.25,2025-09-01 15:16:00,TIME,16.6,4901.25,105.3485716475,4795.9014283525,True,True,4.0
2025-09-02 10:15:00,2025-09-02,bear_call,24750.0,25150.0,2576.25,2,1288.125,2025-09-03 15:00:21.222,2025-09-02,bear_call,2025-09-02 10:17:00,24750,75,24750,25150,31.600000000000005,27630.0,0.1139240506329113,0.1864406779661017,24726.1,2025-09-02 15:16:00,TIME,0.1,2362.5000000000005,97.895209685,2264.6047903150006,True,True,2.0
2025-09-04 10:16:00,2025-09-04,bear_call,24850.0,25250.0,15180.0,4,3795.0,2025-09-05 15:00:37.904,2025-09-09,bull_put,2025-09-04 10:20:00,24850,75,24850,24450,76.65,24251.25,0.9518987341772152,0.8203389830508474,24857.8,2025-09-04 14:23:00,SL,131.05,-4080.000000000001,112.0808441,-4192.080844100001,False,True,4.0
2025-09-08 10:16:00,2025-09-08,bear_call,24800.0,25200.0,-13140.0,4,-3285.0,2025-09-08 12:40:54.364,2025-09-09,bear_call,2025-09-08 13:20:00,24850,75,24850,25250,69.60000000000001,24780.0,0.1367088607594936,0.0135593220338983,24853.1,2025-09-09 15:16:00,TIME,16.05,4016.250000000001,102.5699494625,3913.680050537501,True,False,184.0
2025-09-08 12:41:00,2025-09-08,bull_put,24850.0,24450.0,-12900.0,4,-3225.0,2025-09-08 15:02:23.321,2025-09-09,bear_call,2025-09-08 13:20:00,24850,75,24850,25250,69.60000000000001,24780.0,0.1367088607594936,0.0135593220338983,24853.1,2025-09-09 15:16:00,TIME,16.05,4016.250000000001,102.5699494625,3913.680050537501,False,True,39.0
2025-09-10 10:31:00,2025-09-10,bull_put,25050.0,24650.0,4035.0,4,1008.75,2025-09-11 15:00:32.331,2025-09-16,bull_put,2025-09-10 10:26:00,25050,75,25050,24650,96.9,22732.5,0.8734177215189873,1.0,25025.05,2025-09-11 15:16:00,TIME,80.6,1222.500000000001,112.024299215,1110.475700785001,True,True,5.0
2025-09-12 10:20:00,2025-09-12,bear_call,25050.0,25450.0,6825.0,4,1706.25,2025-09-15 15:00:37.740,2025-09-16,bear_call,2025-09-12 10:19:00,25050,75,25050,25450,100.1,22492.5,0.1569620253164557,0.1830508474576271,25066.6,2025-09-15 15:16:00,TIME,77.2,1717.5000000000005,108.47884700000002,1609.0211530000004,True,True,1.0
2025-09-16 10:44:00,2025-09-16,bear_call,25150.0,25550.0,-8505.0,3,-2835.0,2025-09-17 00:00:03.977,2025-09-16,bear_call,2025-09-16 10:44:00,25150,75,25150,25550,51.75000000000001,26118.75,0.110126582278481,0.1457627118644067,25166.5,2025-09-16 15:16:00,TIME,86.15,-2580.0,102.88092098,-2682.88092098,True,True,0.0
2025-09-17 10:16:00,2025-09-17,bear_call,25300.0,25700.0,-17805.0,4,-4451.25,2025-09-18 09:15:01.815,2025-09-23,bull_put,2025-09-17 10:22:00,25300,75,25300,24900,63.85,25211.25,0.9139240506329114,0.9966101694915256,25319.65,2025-09-18 15:16:00,TIME,21.55,3172.5,104.38812656,3068.11187344,False,True,6.0
2025-09-24 10:46:00,2025-09-24,bear_call,25100.0,25500.0,20025.0,4,5006.25,2025-09-25 15:00:28.691,2025-09-30,bull_put,2025-09-24 10:18:00,25100,75,25100,24700,71.69999999999999,24622.5,0.8493670886075949,0.9932203389830508,25106.6,2025-09-25 11:45:00,SL,121.85000000000002,-3761.2500000000023,110.1056430725,-3871.3556430725034,False,True,28.0
2025-09-26 10:25:00,2025-09-26,bull_put,24800.0,24400.0,-18075.0,5,-3615.0,2025-09-26 13:50:04.482,2025-09-30,bull_put,2025-09-26 10:52:00,24800,75,24800,24400,56.900000000000006,25732.5,0.9379746835443038,0.8848484848484849,24805.05,2025-09-26 13:51:00,SL,112.35,-4158.749999999999,107.0475670175,-4265.797567017499,True,True,27.0
2025-09-26 10:25:00,2025-09-26,bull_put,24800.0,24400.0,-18075.0,5,-3615.0,2025-09-26 13:50:04.482,2025-09-30,bear_call,2025-09-26 13:59:00,24650,75,24650,25050,101.75,22368.75,0.0354430379746835,0.1016949152542373,24660.35,2025-09-29 09:35:00,SL,147.25,-3412.5,112.857729425,-3525.357729425,False,False,214.0
2025-09-26 13:51:00,2025-09-26,bear_call,24700.0,25100.0,3840.0,4,960.0,2025-09-29 15:00:43.960,2025-09-30,bull_put,2025-09-26 10:52:00,24800,75,24800,24400,56.900000000000006,25732.5,0.9379746835443038,0.8848484848484849,24805.05,2025-09-26 13:51:00,SL,112.35,-4158.749999999999,107.0475670175,-4265.797567017499,False,False,179.0
2025-09-26 13:51:00,2025-09-26,bear_call,24700.0,25100.0,3840.0,4,960.0,2025-09-29 15:00:43.960,2025-09-30,bear_call,2025-09-26 13:59:00,24650,75,24650,25050,101.75,22368.75,0.0354430379746835,0.1016949152542373,24660.35,2025-09-29 09:35:00,SL,147.25,-3412.5,112.857729425,-3525.357729425,True,False,8.0
2025-10-01 10:33:00,2025-10-01,?,,,20685.0,4,5171.25,2025-10-03 15:00:32.667,2025-10-07,bull_put,2025-10-01 10:18:00,24650,75,24650,24250,79.2,24060.0,0.859493670886076,0.9389830508474576,24665.7,2025-10-03 15:16:00,TIME,11.85,5051.250000000001,105.7977829175,4945.452217082501,False,False,15.0
2025-10-06 10:18:00,2025-10-06,?,,,21870.0,4,5467.5,2025-10-07 15:00:48.928,2025-10-07,bear_call,2025-10-06 10:31:00,24950,75,24950,25350,68.9,24832.5,0.1582278481012658,0.1525423728813559,24966.6,2025-10-06 13:00:00,SL,120.75,-3888.75,106.2373638425,-3994.9873638425,False,False,13.0
2025-10-06 10:18:00,2025-10-06,?,,,21870.0,4,5467.5,2025-10-07 15:00:48.928,2025-10-07,bull_put,2025-10-06 13:04:00,25050,75,25050,24650,47.45,26441.25,0.8075949367088607,0.8576271186440678,25046.75,2025-10-07 15:16:00,TIME,0.15,3547.5000000000005,100.17795341,3447.3220465900004,False,False,166.0
2025-10-08 10:16:00,2025-10-08,?,,,-1770.0,4,-442.5,2025-10-09 15:00:43.839,2025-10-14,bear_call,2025-10-08 10:20:00,25150,75,25150,25550,106.85,21986.25,0.1835443037974683,0.0779661016949152,25141.95,2025-10-09 15:16:00,TIME,112.45,-419.9999999999985,112.02940979,-532.0294097899985,False,False,4.0
2025-10-10 10:17:00,2025-10-10,?,,,-12795.0,4,-3198.75,2025-10-13 09:17:11.353,2025-10-14,bull_put,2025-10-10 10:18:00,25300,75,25300,24900,56.35000000000001,25773.75,0.981012658227848,0.976271186440678,25289.85,2025-10-13 09:17:00,SL,113.9,-4316.25,107.2988402525,-4423.5488402525,False,False,1.0
2025-10-13 10:21:00,2025-10-13,?,,,-12975.0,4,-3243.75,2025-10-14 09:15:15.065,2025-10-14,bear_call,2025-10-13 10:22:00,25200,75,25200,25600,65.45,25091.25,0.0620253164556962,0.0372881355932203,25177.1,2025-10-14 09:17:00,SL,118.55,-3982.5,105.93743515999998,-4088.43743516,False,False,1.0
2025-10-14 10:19:00,2025-10-14,?,,,11148.75,3,3716.25,2025-10-14 15:00:48.660,2025-10-14,bull_put,2025-10-14 10:28:00,25200,75,25200,24800,44.1,26692.5,0.9898734177215188,0.8542372881355932,25209.2,2025-10-14 12:11:00,SL,105.6,-4612.500000000001,102.98968476499998,-4715.489684765001,False,False,9.0
2025-10-14 10:19:00,2025-10-14,?,,,11148.75,3,3716.25,2025-10-14 15:00:48.660,2025-10-14,bull_put,2025-10-14 12:16:00,25100,75,25100,24700,38.1,27142.5,0.8341772151898734,0.8271186440677966,25114.55,2025-10-14 15:16:00,TIME,0.15,2846.25,98.5725190025,2747.6774809975,False,False,117.0
2025-10-15 10:27:00,2025-10-15,?,,,18270.0,4,4567.5,2025-10-16 15:00:02.130,2025-10-20,bull_put,2025-10-15 10:23:00,25300,75,25300,24900,75.4,24345.0,0.9253164556962026,1.0,25275.0,2025-10-16 15:16:00,TIME,14.849999999999998,4541.250000000001,106.0523812775,4435.197618722501,False,False,4.0
2025-10-17 10:20:00,2025-10-17,?,,,-13950.0,4,-3487.5,2025-10-17 11:00:59.509,2025-10-20,bull_put,2025-10-17 10:32:00,25700,75,25700,25300,75.94999999999999,24303.75,0.8518987341772152,0.8305084745762712,25688.6,2025-10-20 15:16:00,TIME,0.1,5688.75,104.2246640675,5584.5253359325,False,False,12.0
2025-10-17 11:01:00,2025-10-17,?,,,-13425.0,4,-3356.25,2025-10-17 13:04:36.197,2025-10-20,bull_put,2025-10-17 10:32:00,25700,75,25700,25300,75.94999999999999,24303.75,0.8518987341772152,0.8305084745762712,25688.6,2025-10-20 15:16:00,TIME,0.1,5688.75,104.2246640675,5584.5253359325,False,False,29.0
2025-10-23 10:46:00,2025-10-23,bear_call,26050.0,26450.0,39150.0,4,9787.5,2025-10-24 15:00:17.666,2025-10-28,bear_call,2025-10-23 10:24:00,26100,75,26100,26500,133.6,19980.0,0.1987261146496815,0.1068965517241379,26082.3,2025-10-24 15:16:00,TIME,15.6,8850.0,112.600402475,8737.399597525,True,False,22.0
2025-10-27 10:37:00,2025-10-27,bear_call,25950.0,26350.0,35055.0,4,8763.75,2025-10-28 15:00:48.331,2025-10-28,bull_put,2025-10-27 10:21:00,25950,75,25950,25550,46.00000000000001,26550.0,0.8734177215189873,0.8101694915254237,25971.85,2025-10-28 10:33:00,SL,102.7,-4252.499999999998,104.112409445,-4356.612409444998,False,True,16.0
2025-10-29 10:26:00,2025-10-29,?,,,-13635.0,4,-3408.75,2025-10-30 09:42:56.480,2025-11-04,bear_call,2025-10-29 10:17:00,26000,75,26000,26400,145.25,19106.25,0.0924050632911392,0.0305084745762711,25995.55,2025-10-29 12:28:00,SL,186.0,-3056.25,128.85234127249998,-3185.1023412725,False,False,9.0
2025-10-29 10:26:00,2025-10-29,?,,,-13635.0,4,-3408.75,2025-10-30 09:42:56.480,2025-11-04,bull_put,2025-10-29 12:30:00,26050,75,26050,25650,77.05,24221.25,0.8443037974683544,0.9728813559322034,26065.3,2025-10-30 09:32:00,SL,128.1,-3828.75,114.1721505125,-3942.9221505125,False,False,124.0
2025-10-30 10:16:00,2025-10-30,?,,,-14880.0,4,-3720.0,2025-10-31 10:32:00.185,2025-11-04,bear_call,2025-10-30 10:20:00,25950,75,25950,26350,117.2,21210.0,0.040506329113924,0.0881355932203389,25929.65,2025-10-31 15:16:00,TIME,44.7,5437.5,112.841589335,5324.658410665,False,False,4.0
2025-11-06 10:46:00,2025-11-06,?,,,-15735.0,4,-3933.75,2025-11-07 09:15:03.833,2025-11-11,bear_call,2025-11-06 10:19:00,25550,75,25550,25950,116.5,21262.5,0.1683544303797468,0.1728813559322033,25538.0,2025-11-07 15:16:00,TIME,76.5,3000.0,112.59358350499998,2887.406416495,False,False,27.0
2025-11-11 10:16:00,2025-11-11,?,,,-7387.5,2,-3693.75,2025-11-11 12:32:30.821,2025-11-11,bear_call,2025-11-11 10:34:00,25450,75,25450,25850,56.6,25755.0,0.0291139240506329,0.0983050847457627,25471.15,2025-11-11 12:06:00,SL,109.2,-3945.0,104.42189156,-4049.42189156,False,False,18.0
2025-11-11 10:16:00,2025-11-11,?,,,-7387.5,2,-3693.75,2025-11-11 12:32:30.821,2025-11-11,bull_put,2025-11-11 12:21:00,25550,75,25550,25150,30.85,27686.25,0.9063291139240506,0.8677966101694915,25555.45,2025-11-11 15:16:00,TIME,0.15,2302.5,97.810337645,2204.689662355,False,False,125.0
2025-11-11 12:32:00,2025-11-11,?,,,8628.75,3,2876.25,2025-11-11 15:00:32.718,2025-11-11,bear_call,2025-11-11 10:34:00,25450,75,25450,25850,56.6,25755.0,0.0291139240506329,0.0983050847457627,25471.15,2025-11-11 12:06:00,SL,109.2,-3945.0,104.42189156,-4049.42189156,False,False,118.0
2025-11-11 12:32:00,2025-11-11,?,,,8628.75,3,2876.25,2025-11-11 15:00:32.718,2025-11-11,bull_put,2025-11-11 12:21:00,25550,75,25550,25150,30.85,27686.25,0.9063291139240506,0.8677966101694915,25555.45,2025-11-11 15:16:00,TIME,0.15,2302.5,97.810337645,2204.689662355,False,False,11.0
2025-11-12 10:23:00,2025-11-12,?,,,-14385.0,4,-3596.25,2025-11-13 11:03:34.542,2025-11-18,bear_call,2025-11-12 10:22:00,25850,75,25850,26250,131.89999999999998,20107.5,0.0898734177215189,0.0338983050847457,25836.85,2025-11-12 12:37:00,SL,173.15,-3093.7500000000023,122.3994546575,-3216.1494546575022,False,False,1.0
2025-11-12 10:23:00,2025-11-12,?,,,-14385.0,4,-3596.25,2025-11-13 11:03:34.542,2025-11-18,bear_call,2025-11-12 12:47:00,25900,75,25900,26300,145.2,19110.0,0.1924050632911392,0.0440677966101694,25915.3,2025-11-13 15:16:00,TIME,127.0,1364.999999999999,120.73110641,1244.2688935899992,False,False,144.0
2025-11-14 10:19:00,2025-11-14,?,,,24765.0,4,6191.25,2025-11-17 15:00:17.886,2025-11-18,bull_put,2025-11-14 10:19:00,25800,75,25800,25400,91.8,23115.0,0.950632911392405,0.8169491525423729,25799.75,2025-11-17 15:16:00,TIME,9.95,6138.75,107.3779176725,6031.3720823275,False,False,0.0
2025-11-18 10:21:00,2025-11-18,?,,,4672.5,2,2336.25,2025-11-18 13:14:44.565,2025-11-18,bull_put,2025-11-18 10:20:00,25900,75,25900,25500,43.85,26711.25,0.859493670886076,0.8542372881355932,25908.15,2025-11-18 15:16:00,TIME,0.4,3258.75,99.2675583575,3159.4824416425,False,False,1.0
2025-11-19 10:17:00,2025-11-19,bull_put,25950.0,25550.0,20460.0,4,5115.0,2025-11-20 15:00:23.625,2025-11-25,bear_call,2025-11-19 10:30:00,25950,75,25950,26350,131.95,20103.75,0.1582278481012658,0.0169491525423728,25957.85,2025-11-19 14:18:00,SL,178.3,-3476.250000000002,123.8871033575,-3600.137103357502,False,True,13.0
2025-11-24 10:19:00,2025-11-24,bear_call,26100.0,26500.0,23925.0,4,5981.25,2025-11-25 10:07:51.724,2025-11-25,bear_call,2025-11-24 10:18:00,26100,75,26100,26500,93.75,22968.75,0.1354430379746835,0.1694915254237288,26112.6,2025-11-25 15:16:00,TIME,0.15,7020.0,104.776205,6915.223795,True,True,1.0
2025-11-26 10:50:00,2025-11-26,?,,,8055.0,4,2013.75,2025-11-27 15:00:28.720,2025-12-02,bear_call,2025-11-26 10:22:00,26050,75,26050,26450,154.45,18416.25,0.1468354430379747,0.0508474576271186,26071.55,2025-11-26 13:02:00,SL,196.15,-3127.5000000000014,127.6012574,-3255.101257400001,False,False,28.0
2025-11-26 10:50:00,2025-11-26,?,,,8055.0,4,2013.75,2025-11-27 15:00:28.720,2025-12-02,bear_call,2025-11-26 13:16:00,26200,75,26200,26600,128.5,20362.5,0.1291139240506329,0.0067796610169491,26179.5,2025-11-27 10:01:00,SL,169.45000000000002,-3071.2500000000014,120.22131458750002,-3191.471314587501,False,False,146.0
2025-12-03 10:24:00,2025-12-03,?,,,17100.0,4,4275.0,2025-12-04 15:00:28.277,2025-12-09,bear_call,2025-12-03 10:19:00,25900,75,25900,26300,135.14999999999998,19863.75,0.0772151898734177,0.0203389830508474,25906.15,2025-12-04 09:45:00,SL,176.65,-3112.5000000000023,122.99339609,-3235.493396090002,False,False,5.0
2025-12-08 10:16:00,2025-12-08,?,,,-13770.0,4,-3442.5,2025-12-08 13:20:45.954,2025-12-09,bull_put,2025-12-08 10:24:00,26100,75,26100,25700,54.150000000000006,25938.75,0.9278481012658228,0.8915254237288136,26104.45,2025-12-08 13:21:00,SL,109.15,-4124.999999999999,104.676195305,-4229.676195304999,False,False,8.0
2025-12-08 10:16:00,2025-12-08,?,,,-13770.0,4,-3442.5,2025-12-08 13:20:45.954,2025-12-09,bear_call,2025-12-08 13:29:00,25950,75,25950,26350,91.1,23167.5,0.1987341772151898,0.1864406779661017,25957.35,2025-12-09 15:16:00,TIME,0.1,6825.000000000001,104.68162999999998,6720.318370000001,False,False,193.0
2025-12-08 13:22:00,2025-12-08,?,,,21525.0,4,5381.25,2025-12-09 15:00:21.845,2025-12-09,bull_put,2025-12-08 10:24:00,26100,75,26100,25700,54.150000000000006,25938.75,0.9278481012658228,0.8915254237288136,26104.45,2025-12-08 13:21:00,SL,109.15,-4124.999999999999,104.676195305,-4229.676195304999,False,False,178.0
